evaluation_id,question_id,answerable,retrieval,reranking,generation,total
answerable:BLK/2012/page_33.pdf-3,BLK/2012/page_33.pdf-3,True,54.6256247907877,17.383459024131298,,74.39708337187767
answerable:BLK/2015/page_124.pdf-1,BLK/2015/page_124.pdf-1,True,46.96774948388338,13.60020786523819,,62.795666977763176
answerable:BLL/2010/page_35.pdf-3,BLL/2010/page_35.pdf-3,True,53.235250525176525,16.60975068807602,0.027999281883239746,73.70854075998068
answerable:BLL/2012/page_31.pdf-3,BLL/2012/page_31.pdf-3,True,85.81554144620895,25.452875532209873,0.02691522240638733,114.7091668099165
answerable:C/2009/page_243.pdf-2,C/2009/page_243.pdf-2,True,54.63174916803837,17.55058392882347,0.024374574422836304,75.45537501573563
answerable:C/2015/page_96.pdf-1,C/2015/page_96.pdf-1,True,143.32583267241716,32.73000009357929,,178.033416159451
answerable:C/2018/page_175.pdf-4,C/2018/page_175.pdf-4,True,48.7939165905118,13.334374874830246,0.016584061086177826,65.19158463925123
answerable:CB/2008/page_229.pdf-3,CB/2008/page_229.pdf-3,True,46.600417234003544,18.69087480008602,0.023791566491127014,68.53991746902466
answerable:CB/2010/page_83.pdf-1,CB/2010/page_83.pdf-1,True,56.53412453830242,19.6665832772851,0.024500302970409393,80.0196249037981
answerable:CDNS/2015/page_30.pdf-3,CDNS/2015/page_30.pdf-3,True,160.77562514692545,31.245875172317028,0.04070904105901718,196.12791668623686
answerable:CDW/2015/page_70.pdf-2,CDW/2015/page_70.pdf-2,True,47.554667107760906,20.870291627943516,0.047625042498111725,71.85699976980686
answerable:CDW/2015/page_93.pdf-1,CDW/2015/page_93.pdf-1,True,56.36504199355841,15.828792005777359,0.02499949187040329,76.03233307600021
answerable:CE/2009/page_65.pdf-2,CE/2009/page_65.pdf-2,True,49.7099170461297,15.911958180367947,0.034582801163196564,68.40474996715784
answerable:CE/2013/page_16.pdf-2,CE/2013/page_16.pdf-2,True,48.12908265739679,18.572249449789524,0.026458874344825745,69.45212464779615
answerable:CME/2010/page_69.pdf-1,CME/2010/page_69.pdf-1,True,62.05912493169308,22.707832977175713,0.02291705459356308,87.99620810896158
answerable:CME/2017/page_89.pdf-3,CME/2017/page_89.pdf-3,True,55.58020807802677,14.589083380997181,0.03745872527360916,73.16941767930984
answerable:DG/2009/page_77.pdf-1,DG/2009/page_77.pdf-1,True,40.05795810371637,15.89183323085308,,57.96791706234217
answerable:DISH/2011/page_122.pdf-4,DISH/2011/page_122.pdf-4,True,51.207125186920166,12.398334220051765,0.045833177864551544,66.90716650336981
answerable:DRE/2005/page_30.pdf-2,DRE/2005/page_30.pdf-2,True,46.323707327246666,27.32962556183338,0.024042092263698578,77.41641718894243
answerable:DRE/2008/page_46.pdf-1,DRE/2008/page_46.pdf-1,True,46.90341651439667,15.76816663146019,0.04300009459257126,66.10595714300871
answerable:DRE/2012/page_40.pdf-1,DRE/2012/page_40.pdf-1,True,50.1008341088891,15.327667817473412,0.019375234842300415,69.15212515741587
answerable:DVN/2018/page_35.pdf-2,DVN/2018/page_35.pdf-2,True,54.09579072147608,14.67041578143835,0.02620834857225418,72.54662550985813
answerable:ECL/2017/page_69.pdf-1,ECL/2017/page_69.pdf-1,True,54.887499660253525,15.819542109966278,0.03466755151748657,74.05216712504625
answerable:EL/2008/page_59.pdf-1,EL/2008/page_59.pdf-1,True,54.668791592121124,24.470625445246696,0.026125460863113403,82.55262486636639
answerable:ETFC/2012/page_43.pdf-2,ETFC/2012/page_43.pdf-2,True,51.720624789595604,16.707083210349083,0.022209249436855316,72.25012499839067
answerable:ETR/2004/page_239.pdf-4,ETR/2004/page_239.pdf-4,True,53.13108395785093,15.85100032389164,0.025250017642974854,72.64608331024647
answerable:ETR/2004/page_281.pdf-2,ETR/2004/page_281.pdf-2,True,56.77524954080582,14.402625150978565,0.02145860344171524,74.67549946159124
answerable:ETR/2013/page_21.pdf-4,ETR/2013/page_21.pdf-4,True,56.16941675543785,22.397708147764206,0.04029180854558945,82.36129116266966
answerable:ETR/2016/page_150.pdf-2,ETR/2016/page_150.pdf-2,True,63.1773741915822,27.383500710129738,0.026250258088111877,93.95400062203407
answerable:ETR/2016/page_23.pdf-3,ETR/2016/page_23.pdf-3,True,66.72499980777502,17.43645779788494,0.029041431844234467,87.7536665648222
answerable:ETR/2017/page_143.pdf-3,ETR/2017/page_143.pdf-3,True,52.15570796281099,18.885917030274868,0.035082921385765076,74.05454199761152
answerable:FBHS/2017/page_22.pdf-1,FBHS/2017/page_22.pdf-1,True,52.539207972586155,21.80766686797142,0.025958754122257233,77.99087464809418
answerable:FBHS/2017/page_83.pdf-2,FBHS/2017/page_83.pdf-2,True,61.81612517684698,17.280791886150837,0.024916604161262512,82.86416716873646
answerable:FIS/2010/page_70.pdf-2,FIS/2010/page_70.pdf-2,True,50.54445844143629,17.216041684150696,0.023958273231983185,71.42433244735003
answerable:FIS/2016/page_45.pdf-3,FIS/2016/page_45.pdf-3,True,50.83545856177807,13.770750723779202,0.017290934920310974,67.95404199510813
answerable:GPN/2010/page_87.pdf-1,GPN/2010/page_87.pdf-1,True,42.49375034123659,15.825957991182804,0.030790455639362335,61.47991679608822
answerable:GPN/2013/page_92.pdf-2,GPN/2013/page_92.pdf-2,True,47.41554148495197,15.181124210357666,0.01579243689775467,65.78841619193554
answerable:GPN/2018/page_94.pdf-1,GPN/2018/page_94.pdf-1,True,57.64470808207989,23.586166091263294,0.02350006252527237,84.52500030398369
answerable:GRMN/2008/page_73.pdf-1,GRMN/2008/page_73.pdf-1,True,128.97462490946054,53.601792082190514,0.02454221248626709,185.79449970275164
answerable:GS/2012/page_142.pdf-1,GS/2012/page_142.pdf-1,True,59.33145899325609,17.185082659125328,0.023499131202697754,79.75220773369074
answerable:GS/2013/page_126.pdf-2,GS/2013/page_126.pdf-2,True,46.88462521880865,19.759375602006912,0.022707507014274597,70.24324964731932
answerable:GS/2014/page_165.pdf-2,GS/2014/page_165.pdf-2,True,65.21195825189352,27.098415419459343,0.06829202175140381,96.0736246779561
answerable:GS/2014/page_51.pdf-2,GS/2014/page_51.pdf-2,True,47.07120917737484,13.277792371809483,0.020166859030723572,63.751207664608955
answerable:GS/2018/page_78.pdf-2,GS/2018/page_78.pdf-2,True,48.89287520200014,21.409250795841217,0.03758259117603302,73.30370880663395
answerable:HII/2015/page_121.pdf-4,HII/2015/page_121.pdf-4,True,44.700958766043186,12.664583511650562,,59.35491714626551
answerable:HOLX/2003/page_52.pdf-1,HOLX/2003/page_52.pdf-1,True,48.90445899218321,24.01070762425661,0.03204215317964554,76.57554280012846
answerable:HOLX/2008/page_143.pdf-1,HOLX/2008/page_143.pdf-1,True,47.33558278530836,20.475416444242,0.03929249942302704,70.7617923617363
answerable:HOLX/2009/page_127.pdf-4,HOLX/2009/page_127.pdf-4,True,54.214040748775005,22.043750621378422,0.04695728421211243,79.61995899677277
answerable:HOLX/2009/page_151.pdf-3,HOLX/2009/page_151.pdf-3,True,58.25404077768326,19.281459040939808,0.03995932638645172,80.45958261936903
answerable:HST/2018/page_135.pdf-1,HST/2018/page_135.pdf-1,True,52.42825020104647,13.596166856586933,0.03145914524793625,69.17229108512402
answerable:HUM/2009/page_105.pdf-2,HUM/2009/page_105.pdf-2,True,49.55958295613527,17.62608252465725,0.0189170241355896,70.85458375513554
answerable:HUM/2014/page_44.pdf-1,HUM/2014/page_44.pdf-1,True,50.026291981339455,19.151207990944386,,71.55637443065643
answerable:ILMN/2008/page_86.pdf-4,ILMN/2008/page_86.pdf-4,True,53.01233287900686,12.29887455701828,0.02024974673986435,68.56770906597376
answerable:IP/2006/page_30.pdf-4,IP/2006/page_30.pdf-4,True,48.28108288347721,15.141792595386505,0.017290934920310974,66.51266664266586
answerable:IP/2006/page_75.pdf-1,IP/2006/page_75.pdf-1,True,54.91691641509533,17.221666872501373,0.03629177808761597,75.26070810854435
answerable:IP/2009/page_45.pdf-3,IP/2009/page_45.pdf-3,True,44.64874975383282,14.584125019609928,0.0495007261633873,62.25504260510206
answerable:JPM/2010/page_281.pdf-3,JPM/2010/page_281.pdf-3,True,52.70799994468689,16.66787452995777,0.025707297027111053,73.2229994609952
answerable:JPM/2012/page_140.pdf-1,JPM/2012/page_140.pdf-1,True,44.04195863753557,11.662209406495094,0.01816544681787491,58.93583409488201
answerable:JPM/2014/page_122.pdf-2,JPM/2014/page_122.pdf-2,True,48.73033333569765,37.398417480289936,0.04562549293041229,89.8476243019104
answerable:JPM/2014/page_70.pdf-2,JPM/2014/page_70.pdf-2,True,45.300708152353764,14.675166457891464,0.021457672119140625,63.25095798820257
answerable:JPM/2015/page_82.pdf-2,JPM/2015/page_82.pdf-2,True,47.030250541865826,14.368374831974506,0.02791639417409897,64.99662529677153
answerable:LKQ/2016/page_87.pdf-1,LKQ/2016/page_87.pdf-1,True,49.03041571378708,14.376457780599594,0.019416213035583496,66.50358345359564
answerable:LMT/2012/page_73.pdf-3,LMT/2012/page_73.pdf-3,True,49.99450035393238,18.157124519348145,0.02133287489414215,71.6167502105236
answerable:MAS/2012/page_26.pdf-2,MAS/2012/page_26.pdf-2,True,56.52100034058094,23.216666653752327,0.0349581241607666,83.7173331528902
answerable:MAS/2017/page_27.pdf-3,MAS/2017/page_27.pdf-3,True,48.828041180968285,24.562375620007515,0.015708617866039276,76.73208229243755
answerable:MMM/2007/page_84.pdf-1,MMM/2007/page_84.pdf-1,True,54.58233319222927,15.307750552892685,0.017457641661167145,73.01004230976105
answerable:MMM/2013/page_75.pdf-1,MMM/2013/page_75.pdf-1,True,53.799791261553764,12.293207459151745,0.023166649043560028,69.774916395545
answerable:MMM/2015/page_93.pdf-1,MMM/2015/page_93.pdf-1,True,56.34204111993313,12.679624371230602,0.0204574316740036,72.22333271056414
answerable:MO/2014/page_39.pdf-2,MO/2014/page_39.pdf-2,True,49.86304137855768,18.67925003170967,0.03041699528694153,72.27641716599464
answerable:MRO/2003/page_84.pdf-4,MRO/2003/page_84.pdf-4,True,48.076999373734,10.996291413903236,0.01600012183189392,62.29470856487751
answerable:MRO/2004/page_125.pdf-2,MRO/2004/page_125.pdf-2,True,44.67541724443436,14.184500090777874,0.02237502485513687,62.48470861464739
answerable:MRO/2007/page_136.pdf-1,MRO/2007/page_136.pdf-1,True,58.28849971294403,18.060583621263504,0.021958723664283752,80.00716753304005
answerable:MRO/2008/page_45.pdf-2,MRO/2008/page_45.pdf-2,True,56.4200421795249,17.461124807596207,0.020374543964862823,77.50674989074469
answerable:MSI/2007/page_70.pdf-3,MSI/2007/page_70.pdf-3,True,52.19108425080776,14.867291785776615,0.018833205103874207,70.34800015389919
answerable:MSI/2014/page_76.pdf-1,MSI/2014/page_76.pdf-1,True,55.84062449634075,19.725708290934563,0.01862458884716034,79.14950046688318
answerable:PKG/2005/page_74.pdf-1,PKG/2005/page_74.pdf-1,True,55.72866555303335,14.195334166288376,0.03670714795589447,73.2377078384161
answerable:PKG/2013/page_88.pdf-1,PKG/2013/page_88.pdf-1,True,75.48999972641468,49.69587456434965,0.03174971789121628,128.7481253966689
answerable:PNC/2012/page_100.pdf-3,PNC/2012/page_100.pdf-3,True,123.07587452232838,13.172208331525326,0.01566670835018158,139.3010001629591
answerable:PNC/2012/page_247.pdf-1,PNC/2012/page_247.pdf-1,True,66.57095812261105,20.476916804909706,0.022833235561847687,90.69183375686407
answerable:PNC/2012/page_65.pdf-3,PNC/2012/page_65.pdf-3,True,62.04725056886673,17.36187469214201,0.02708379179239273,83.22941698133945
answerable:PPG/2008/page_52.pdf-4,PPG/2008/page_52.pdf-4,True,56.28691706806421,30.75308259576559,0.021916814148426056,90.46079125255346
answerable:RL/2008/page_23.pdf-1,RL/2008/page_23.pdf-1,True,87.28933334350586,33.96912477910519,0.015875324606895447,124.46891702711582
answerable:RSG/2016/page_139.pdf-2,RSG/2016/page_139.pdf-2,True,82.26591534912586,13.841708190739155,0.020790845155715942,99.49520789086819
answerable:SLB/2012/page_56.pdf-1,SLB/2012/page_56.pdf-1,True,86.09750028699636,29.13591731339693,0.029209069907665253,118.31812560558319
answerable:SNA/2007/page_29.pdf-1,SNA/2007/page_29.pdf-1,True,79.48166690766811,14.570125378668308,0.018792226910591125,97.3353749141097
answerable:SNA/2013/page_34.pdf-1,SNA/2013/page_34.pdf-1,True,58.649624697864056,36.46841645240784,0.02312473952770233,98.8259594887495
answerable:SNA/2018/page_31.pdf-1,SNA/2018/page_31.pdf-1,True,62.61854246258736,28.78433372825384,0.03145914524793625,95.57637572288513
answerable:STT/2006/page_95.pdf-3,STT/2006/page_95.pdf-3,True,55.68870808929205,27.357750572264194,0.020625069737434387,86.98187489062548
answerable:TFX/2015/page_89.pdf-3,TFX/2015/page_89.pdf-3,True,55.69024942815304,17.471708357334137,0.02162531018257141,76.60620845854282
answerable:UA/2007/page_70.pdf-1,UA/2007/page_70.pdf-1,True,69.09520924091339,17.24795810878277,0.023375265300273895,89.8688742890954
answerable:UAA/2016/page_42.pdf-2,UAA/2016/page_42.pdf-2,True,130.36900013685226,20.28137445449829,0.01770816743373871,153.88729237020016
answerable:UNP/2009/page_35.pdf-2,UNP/2009/page_35.pdf-2,True,49.64924976229668,17.25945807993412,0.021792016923427582,70.59066649526358
answerable:UNP/2011/page_24.pdf-4,UNP/2011/page_24.pdf-4,True,61.448875814676285,16.8656250461936,0.021750107407569885,81.99137542396784
answerable:UNP/2011/page_33.pdf-2,UNP/2011/page_33.pdf-2,True,88.87866698205471,51.37629248201847,0.020291656255722046,143.48354190587997
answerable:UPS/2012/page_32.pdf-3,UPS/2012/page_32.pdf-3,True,46.27987463027239,21.24700043350458,0.05820952355861664,70.46541571617126
answerable:UPS/2016/page_114.pdf-1,UPS/2016/page_114.pdf-1,True,44.23458315432072,11.376624926924706,,57.536209002137184
answerable:VRTX/2006/page_111.pdf-1,VRTX/2006/page_111.pdf-1,True,50.32704211771488,24.88066628575325,0.025499612092971802,78.81979178637266
answerable:ZBH/2008/page_57.pdf-4,ZBH/2008/page_57.pdf-4,True,56.26787431538105,21.027665585279465,0.022416934370994568,81.14479202777147
answerable:ZBH/2015/page_57.pdf-3,ZBH/2015/page_57.pdf-3,True,70.53324952721596,17.713041976094246,0.01816730946302414,91.50150045752525
unanswerable:AAL/2013/page_18.pdf-1,AAL/2013/page_18.pdf-1,False,84.26195755600929,18.91866698861122,,105.55291641503572
unanswerable:AAPL/2003/page_48.pdf-2,AAPL/2003/page_48.pdf-2,False,80.39274998009205,29.90041673183441,0.024582259356975555,114.49316702783108
unanswerable:AAPL/2004/page_68.pdf-1,AAPL/2004/page_68.pdf-1,False,62.6364154741168,24.675792083144188,0.021375715732574463,91.45920816808939
unanswerable:AAPL/2006/page_100.pdf-3,AAPL/2006/page_100.pdf-3,False,55.20099960267544,11.243583634495735,0.036207959055900574,69.8715839534998
unanswerable:AAPL/2006/page_131.pdf-2,AAPL/2006/page_131.pdf-2,False,48.952207900583744,18.678207881748676,,69.9596256017685
unanswerable:ABC/2005/page_49.pdf-4,ABC/2005/page_49.pdf-4,False,50.85858330130577,23.173917084932327,,76.44670829176903
unanswerable:ADBE/2008/page_74.pdf-1,ADBE/2008/page_74.pdf-1,False,53.634959273040295,14.481792226433754,0.042292289435863495,71.22774980962276
unanswerable:AES/2001/page_85.pdf-2,AES/2001/page_85.pdf-2,False,54.150416515767574,19.53945867717266,0.030042603611946106,76.50779187679291
unanswerable:ALLE/2015/page_24.pdf-1,ALLE/2015/page_24.pdf-1,False,49.94858242571354,15.74545819312334,,68.00800003111362
unanswerable:AMAT/2013/page_37.pdf-1,AMAT/2013/page_37.pdf-1,False,52.98829171806574,15.874958597123623,,71.0342088714242
unanswerable:AMT/2003/page_27.pdf-1,AMT/2003/page_27.pdf-1,False,46.236833557486534,12.249916791915894,,60.470917262136936
unanswerable:AMT/2006/page_113.pdf-3,AMT/2006/page_113.pdf-3,False,47.094875015318394,12.759166769683361,,62.15841695666313
unanswerable:AMT/2007/page_127.pdf-4,AMT/2007/page_127.pdf-4,False,51.04491580277681,15.08516725152731,0.0444166362285614,69.20837517827749
unanswerable:AMT/2012/page_118.pdf-2,AMT/2012/page_118.pdf-2,False,54.6208331361413,15.974749810993671,0.05129072815179825,73.55462480336428
unanswerable:AON/2007/page_171.pdf-3,AON/2007/page_171.pdf-3,False,46.85133323073387,13.02450057119131,0.02245791256427765,63.06841690093279
unanswerable:AON/2007/page_188.pdf-3,AON/2007/page_188.pdf-3,False,45.808290131390095,14.45879228413105,0.01833401620388031,63.37329186499119
unanswerable:AOS/2010/page_18.pdf-2,AOS/2010/page_18.pdf-2,False,58.793000876903534,25.14704130589962,0.03254041075706482,87.71416638046503
unanswerable:AWK/2013/page_122.pdf-3,AWK/2013/page_122.pdf-3,False,65.78862480819225,21.96929231286049,0.021000392735004425,91.10204130411148
unanswerable:AWK/2014/page_121.pdf-1,AWK/2014/page_121.pdf-1,False,139.64958302676678,26.43983345478773,0.020207837224006653,169.18170917779207
unanswerable:AWK/2017/page_148.pdf-1,AWK/2017/page_148.pdf-1,False,45.80587521195412,21.72570861876011,0.01583341509103775,70.66274993121624
